printing solutions in: ./dogs-color/insts/cgshop22/sqrp70811.instance.json.solution.json
printing perfs in: ./dogs-color/insts/cgshop22/sqrp70811.instance.json.perf.json

CGSHOP Instance: compute neighbors...
computing neighbors (67000 / 70811)...
computing neighbors (68000 / 70811)...
computing neighbors (69000 / 70811)...
computing neighbors (70000 / 70811)...
760        vertices
70811      segments
11324      dominations
=======================
CGSHOP Instance: compute neighbors...
computing neighbors (0 / 70811)...
computing neighbors (1000 / 70811)...
computing neighbors (2000 / 70811)...
computing neighbors (3000 / 70811)...
computing neighbors (4000 / 70811)...
computing neighbors (5000 / 70811)...
computing neighbors (6000 / 70811)...
computing neighbors (7000 / 70811)...
computing neighbors (8000 / 70811)...
computing neighbors (9000 / 70811)...
computing neighbors (10000 / 70811)...
computing neighbors (11000 / 70811)...
computing neighbors (12000 / 70811)...
computing neighbors (13000 / 70811)...
computing neighbors (14000 / 70811)...
computing neighbors (15000 / 70811)...
computing neighbors (16000 / 70811)...
computing neighbors (17000 / 70811)...
computing neighbors (18000 / 70811)...
computing neighbors (19000 / 70811)...
computing neighbors (20000 / 70811)...
computing neighbors (21000 / 70811)...
computing neighbors (22000 / 70811)...
computing neighbors (23000 / 70811)...
computing neighbors (24000 / 70811)...
computing neighbors (25000 / 70811)...
computing neighbors (26000 / 70811)...
computing neighbors (27000 / 70811)...
computing neighbors (28000 / 70811)...
computing neighbors (29000 / 70811)...
computing neighbors (30000 / 70811)...
computing neighbors (31000 / 70811)...
computing neighbors (32000 / 70811)...
computing neighbors (33000 / 70811)...
computing neighbors (34000 / 70811)...
computing neighbors (35000 / 70811)...
computing neighbors (36000 / 70811)...
computing neighbors (37000 / 70811)...
computing neighbors (38000 / 70811)...
computing neighbors (39000 / 70811)...
computing neighbors (40000 / 70811)...
computing neighbors (41000 / 70811)...
computing neighbors (42000 / 70811)...
computing neighbors (43000 / 70811)...
computing neighbors (44000 / 70811)...
computing neighbors (45000 / 70811)...
computing neighbors (46000 / 70811)...
computing neighbors (47000 / 70811)...
computing neighbors (48000 / 70811)...
computing neighbors (49000 / 70811)...
computing neighbors (50000 / 70811)...
computing neighbors (51000 / 70811)...
computing neighbors (52000 / 70811)...
computing neighbors (53000 / 70811)...
computing neighbors (54000 / 70811)...
computing neighbors (55000 / 70811)...
computing neighbors (56000 / 70811)...
computing neighbors (57000 / 70811)...
computing neighbors (58000 / 70811)...
computing neighbors (59000 / 70811)...
computing neighbors (60000 / 70811)...
computing neighbors (61000 / 70811)...
computing neighbors (62000 / 70811)...
computing neighbors (63000 / 70811)...
computing neighbors (64000 / 70811)...
computing neighbors (65000 / 70811)...
computing neighbors (66000 / 70811)...
computing neighbors (67000 / 70811)...
computing neighbors (68000 / 70811)...
computing neighbors (69000 / 70811)...
computing neighbors (70000 / 70811)...
colored 1000 / 70811...
colored 2000 / 70811...
colored 3000 / 70811...
colored 4000 / 70811...
colored 5000 / 70811...
colored 6000 / 70811...
colored 7000 / 70811...
colored 8000 / 70811...
colored 9000 / 70811...
colored 10000 / 70811...
colored 11000 / 70811...
colored 12000 / 70811...
colored 13000 / 70811...
colored 14000 / 70811...
colored 15000 / 70811...
colored 16000 / 70811...
colored 17000 / 70811...
colored 18000 / 70811...
colored 19000 / 70811...
colored 20000 / 70811...
colored 21000 / 70811...
colored 22000 / 70811...
colored 23000 / 70811...
colored 24000 / 70811...
colored 25000 / 70811...
colored 26000 / 70811...
colored 27000 / 70811...
colored 28000 / 70811...
colored 29000 / 70811...
colored 30000 / 70811...
colored 31000 / 70811...
colored 32000 / 70811...
colored 33000 / 70811...
colored 34000 / 70811...
colored 35000 / 70811...
colored 36000 / 70811...
colored 37000 / 70811...
colored 38000 / 70811...
colored 39000 / 70811...
colored 40000 / 70811...
colored 41000 / 70811...
colored 42000 / 70811...
colored 43000 / 70811...
colored 44000 / 70811...
colored 45000 / 70811...
colored 46000 / 70811...
colored 47000 / 70811...
colored 48000 / 70811...
colored 49000 / 70811...
colored 50000 / 70811...
colored 51000 / 70811...
colored 52000 / 70811...
colored 53000 / 70811...
colored 54000 / 70811...
colored 55000 / 70811...
colored 56000 / 70811...
colored 57000 / 70811...
colored 58000 / 70811...
colored 59000 / 70811...
colored 60000 / 70811...
colored 61000 / 70811...
colored 62000 / 70811...
colored 63000 / 70811...
colored 64000 / 70811...
colored 65000 / 70811...
colored 66000 / 70811...
colored 67000 / 70811...
colored 68000 / 70811...
colored 69000 / 70811...
colored 70000 / 70811...
greedy found 283 colors in 288.148 seconds
 time (s)      nb nodes       objective      
---------------------------------------------
  39.988                      283            
  52.848       5.9 k          282            
  255.300      89.3 k         281            
  344.104      123.5 k        280            
  560.769      242.6 k        279            
  806.555      335.5 k        278            
  1435.922     601.2 k        277            
  3189.994     1.3 M          276            
  3841.153     1.5 M          275            

             nb generated         22.8 M
              nb expanded         17.8 M
               nb trashed           0.0 
     avg branching factor           1.3 
                  nb eval          18.0 
                 nb guide         22.8 M
        time searched (s)      71960.008
      generated nodes / s         316.3 
        solutions created           0.0 
